_id: 587e4a2f93c385b3a2e34ce1
SMARTS: [C:1]-[CH;+0:2](-[CH2;+0:3]-[C:4]=[O:5])-[N;H0;+0:7](-[C:6])-[C:8]>>[C:1]-[CH;+0:2]=[CH;+0:3]-[C:4]=[O:5].[C:6]-[NH;+0:7]-[C:8]
number of examples (rxd ids): 101
number of examples (rx ids): 60
EFG Index	Name	SMARTS	In reduced set?	Number of products with group	Fraction of products with group	Fraction of products (in general) with group	Total number of products (in general) tested	Z-score
572	1,3 - Aminophenols	c([OH1])[aR1]c[NX3]([#1,#6])[#1,#6]	True	0.0	0.0	0.00037984496124	516000.0	0.150994559135
573	1,4 - Aminophenols	c1([OH1])aac([NX3]([#1,#6])[#1,#6])aa1	True	0.0	0.0	0.000176356589147	516000.0	0.102874980242
574	1,2 - Aminothiophenols	c([SH1])c[NX3]([#1,#6])[#1,#6]	True	0.0	0.0	1.16279069767e-05	516000.0	0.0264136807403
575	1,3 - Aminothiophenols	c([SH1])[aR1]c[NX3]([#1,#6])[#1,#6]	True	0.0	0.0	9.68992248062e-06	516000.0	0.0241122579182
576	1,4 - Aminothiophenols	c1([SH1])aac([NX3]([#1,#6])[#1,#6])aa1	True	0.0	0.0	3.87596899225e-06	516000.0	0.0152498865839
577	Alkynyl ethers	[CX2]#[CX2][OX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]	True	0.0	0.0	5.81395348837e-05	516000.0	0.0590641591286
578	Alkynyl thioethers	[CX2]#[CX2][SX2][#6&!$([CX4]([OX2])([#7,O,S,F,Cl,Br,I,P]))&!$([CX3]([OX2])=[OX1,SX1,NX2,C])]	True	0.0	0.0	0.000187984496124	516000.0	0.106212947468
579	Carbonic acid esters	[#1,#6&!$([CX3]=[OX1,SX1,NX2])][OX2][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]	True	0.0	0.0	0.00259108527132	516000.0	0.394802405052
580	Sulfuric acid esters	[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OH1,OX1-,$([OX2][#6])]	True	0.0	0.0	0.000614341085271	516000.0	0.192049788593
581	Phosphonic acid amides	[OX1]=[Pv5X4]([NX3])([#6])[!#6!$([SX2])]	True	0.0	0.0	0.000843023255814	516000.0	0.224997928109
582	Phosphonic acid halides	[O,X1]=[Pv5X4]([F,Cl,Br,I])([#6])[!#6!$([SX2])]	True	0.0	0.0	0.000697674418605	516000.0	0.204669702402
